timestamp,open,high,low,close,volume
2024-10-30 06:00:00,5868.50,5886.75,5845.50,5873.25,577065
2024-10-30 10:00:00,5873.00,5876.25,5840.25,5845.25,526003
2024-10-30 14:00:00,5843.75,5844.00,5827.00,5832.00,41514
2024-10-30 18:00:00,5832.00,5838.25,5825.00,5826.00,25975
2024-10-30 22:00:00,5826.00,5826.50,5801.00,5805.25,72875
2024-10-31 02:00:00,5805.25,5820.00,5801.50,5813.25,99780
2024-10-31 06:00:00,5813.25,5815.50,5750.50,5763.25,838747
2024-10-31 10:00:00,5763.25,5770.50,5733.25,5738.50,785700
2024-10-31 14:00:00,5746.50,5751.50,5737.00,5743.75,25436
2024-10-31 18:00:00,5743.50,5751.00,5732.50,5748.00,25553
2024-10-31 22:00:00,5748.00,5757.00,5740.50,5753.75,56231
2024-11-01 02:00:00,5753.75,5769.50,5752.75,5766.50,117417
2024-11-01 06:00:00,5766.50,5803.75,5755.50,5777.00,734567
2024-11-01 10:00:00,5777.00,5786.00,5752.50,5759.25,556911
2024-11-03 14:00:00,5745.75,5761.25,5742.25,5759.25,35640
2024-11-03 18:00:00,5759.50,5774.75,5758.75,5772.00,26337
2024-11-03 22:00:00,5772.00,5776.50,5758.00,5765.25,50110
2024-11-04 02:00:00,5765.25,5774.50,5755.75,5762.25,64052
2024-11-04 06:00:00,5762.25,5771.50,5724.25,5750.75,667265
2024-11-04 10:00:00,5750.75,5758.75,5737.50,5749.00,429325
2024-11-04 14:00:00,5749.00,5750.00,5735.00,5747.00,24111
2024-11-04 18:00:00,5747.00,5750.25,5742.00,5746.75,16385
2024-11-04 22:00:00,5746.75,5756.75,5743.75,5753.50,35673
2024-11-05 02:00:00,5753.25,5758.50,5746.50,5750.50,45977
2024-11-05 06:00:00,5750.50,5811.00,5747.50,5807.25,561422
2024-11-05 10:00:00,5807.00,5823.25,5792.50,5822.25,457563
2024-11-05 14:00:00,5820.25,5854.50,5814.75,5844.75,76988
2024-11-05 18:00:00,5844.50,5894.75,5841.25,5883.75,159686
2024-11-05 22:00:00,5883.75,5954.00,5878.25,5948.50,186527
2024-11-06 02:00:00,5948.50,5951.75,5919.50,5933.50,150813
2024-11-06 06:00:00,5933.25,5943.00,5900.75,5940.75,814632
2024-11-06 10:00:00,5940.50,5967.00,5939.50,5966.25,512550
2024-11-06 14:00:00,5961.75,5963.25,5951.00,5960.50,25306
2024-11-06 18:00:00,5960.50,5970.25,5957.25,5969.25,24414
2024-11-06 22:00:00,5969.50,5973.00,5959.25,5967.50,50103
2024-11-07 02:00:00,5967.50,5977.00,5964.75,5973.25,77126
2024-11-07 06:00:00,5973.25,6002.00,5971.00,6000.50,485395
2024-11-07 10:00:00,6000.50,6013.00,5985.50,6006.50,551034
2024-11-07 14:00:00,6005.00,6009.00,6002.00,6005.25,15526
2024-11-07 18:00:00,6005.25,6009.75,6001.25,6007.50,16016
2024-11-07 22:00:00,6007.50,6010.00,6002.25,6006.25,39646
2024-11-08 02:00:00,6006.50,6006.50,5990.25,5998.25,82439
2024-11-08 06:00:00,5998.25,6027.00,5997.50,6024.75,466309
2024-11-08 10:00:00,6024.75,6040.50,6020.00,6023.50,439423
2024-11-10 14:00:00,6031.75,6038.50,6029.50,6035.25,25018
2024-11-10 18:00:00,6035.25,6038.50,6032.25,6036.25,14777
2024-11-10 22:00:00,6036.50,6044.50,6035.50,6041.25,38817
2024-11-11 02:00:00,6041.25,6053.25,6039.50,6042.50,66171
2024-11-11 06:00:00,6042.50,6045.25,6026.00,6026.00,466380
2024-11-11 10:00:00,6026.00,6033.50,6013.50,6028.50,402128
2024-11-11 14:00:00,6027.50,6029.00,6022.75,6025.25,11097
2024-12-05 06:00:00,6096.75,6107.25,6090.25,6106.50,443735
2024-12-05 10:00:00,6106.50,6106.75,6081.50,6085.75,501464
2024-12-05 14:00:00,6085.50,6085.50,6079.50,6083.25,14971
2024-12-05 18:00:00,6083.25,6086.75,6080.75,6084.75,12438
2024-12-05 22:00:00,6084.75,6089.00,6083.25,6084.75,22670
2024-12-06 02:00:00,6085.25,6100.75,6076.00,6094.50,78856
2024-12-06 06:00:00,6094.50,6111.00,6090.50,6093.50,537006
2024-12-06 10:00:00,6093.50,6103.75,6090.00,6096.75,410829
2024-12-08 14:00:00,6095.75,6103.00,6094.00,6098.00,16761
2024-12-08 18:00:00,6098.00,6099.00,6093.25,6095.50,11891
2024-12-08 22:00:00,6095.25,6105.50,6094.50,6096.00,36369
2024-12-09 02:00:00,6096.00,6098.75,6088.50,6096.50,54146
2024-12-09 06:00:00,6096.50,6098.50,6065.00,6072.00,643505
2024-12-09 10:00:00,6072.00,6083.25,6060.00,6063.25,513715
2024-12-09 14:00:00,6063.00,6063.75,6059.50,6060.25,20455
2024-12-09 18:00:00,6060.50,6063.75,6060.00,6061.50,13236
2024-12-09 22:00:00,6061.50,6064.00,6057.50,6060.00,29162
2024-12-10 02:00:00,6059.75,6071.75,6059.75,6066.50,56482
2024-12-10 06:00:00,6066.75,6075.25,6060.00,6061.50,592380
2024-12-10 10:00:00,6061.75,6064.50,6039.75,6052.75,557719
2024-12-10 14:00:00,6054.00,6054.75,6048.25,6050.75,14215
2024-12-10 18:00:00,6050.75,6051.50,6047.00,6051.00,10588
2024-12-10 22:00:00,6051.00,6053.50,6045.50,6051.50,29252
2024-12-11 02:00:00,6051.75,6071.50,6049.25,6070.75,88874
2024-12-11 06:00:00,6070.50,6100.00,6070.25,6099.25,609863
2024-12-11 10:00:00,6099.25,6102.50,6086.50,6087.25,449968
2024-12-11 14:00:00,6087.00,6088.25,6082.00,6083.50,13156
2024-12-11 18:00:00,6083.50,6086.75,6082.50,6086.25,9377
2024-12-11 22:00:00,6086.50,6087.50,6081.00,6081.75,28393
2024-12-12 02:00:00,6081.75,6087.50,6071.00,6078.00,96797
2024-12-12 06:00:00,6078.00,6087.75,6067.50,6083.75,740826
2024-12-12 10:00:00,6083.75,6085.50,6055.50,6058.75,595849
2024-12-12 14:00:00,6063.75,6071.00,6062.25,6065.75,19608
2024-12-12 18:00:00,6065.75,6066.75,6060.75,6065.25,14553
2024-12-12 22:00:00,6065.50,6079.25,6065.50,6079.00,30004
2024-12-13 02:00:00,6079.00,6085.25,6078.25,6082.00,80905
2024-12-13 06:00:00,6081.75,6084.75,6041.50,6042.25,1121468
2024-12-13 10:00:00,6042.25,6060.25,6041.25,6051.25,607092
2024-12-15 14:00:00,6053.50,6061.00,6051.50,6061.00,14760
2024-12-15 18:00:00,6061.00,6062.75,6056.00,6056.50,10305
2024-12-15 22:00:00,6056.50,6063.75,6056.50,6063.50,42230
2024-12-16 02:00:00,6063.50,6076.25,6061.75,6075.75,143594
2024-12-16 06:00:00,6075.75,6086.25,6064.75,6085.25,831397
2024-12-16 10:00:00,6085.50,6090.50,6073.00,6076.50,485573
2024-12-16 14:00:00,6075.25,6078.00,6070.00,6077.50,9969
2024-12-16 18:00:00,6077.50,6079.25,6072.50,6072.75,6900
2024-12-16 22:00:00,6073.00,6073.50,6058.75,6064.75,38420
2024-12-17 02:00:00,6064.75,6068.00,6051.00,6056.75,96369
2024-12-17 06:00:00,6056.75,6063.50,6043.00,6059.75,542118
2024-12-17 10:00:00,6059.75,6059.75,6040.75,6052.00,330760
2024-12-17 14:00:00,6050.25,6059.75,6040.00,6059.25,8752
2024-12-17 18:00:00,6059.50,6063.50,6055.75,6062.75,5936
2024-12-17 22:00:00,6062.75,6065.75,6058.50,6065.25,18779
2024-12-18 02:00:00,6065.25,6073.25,6057.75,6058.00,48904
2024-12-18 06:00:00,6058.00,6074.50,6045.00,6066.25,234967
2024-12-18 10:00:00,6066.00,6067.25,5840.00,5872.25,428337
2024-12-18 14:00:00,5877.75,5891.25,5872.75,5885.00,20316
2024-12-18 18:00:00,5884.50,5886.00,5870.25,5871.00,11072
2024-12-18 22:00:00,5871.00,5899.75,5871.00,5897.25,26129
2024-12-19 02:00:00,5897.25,5924.25,5892.75,5911.25,42110
2024-12-19 06:00:00,5911.00,5938.00,5882.75,5899.00,216893
2024-12-19 10:00:00,5898.75,5921.00,5865.50,5875.00,132142
2024-12-19 14:00:00,5876.00,5876.50,5848.50,5850.50,3095
2024-12-19 18:00:00,5849.25,5852.50,5837.50,5852.25,1762
2024-12-19 22:00:00,5852.00,5862.75,5817.00,5820.50,8566
2024-12-20 02:00:00,5820.75,5848.50,5800.75,5840.25,22399
2024-12-20 06:00:00,5834.25,5848.75,5831.25,5840.75,6460
2024-12-20 10:00:00,5996.50,6001.75,5996.50,5996.50,2091064
2024-12-22 14:00:00,6018.00,6026.00,6011.25,6023.75,32793
2024-12-22 18:00:00,6023.75,6032.00,6020.00,6031.25,20411
2024-12-22 22:00:00,6031.25,6033.00,6015.25,6018.25,41169
2024-12-23 02:00:00,6018.00,6021.00,5983.00,5989.00,78643
2024-12-23 06:00:00,5989.25,6020.50,5965.00,6015.50,652873
2024-12-23 10:00:00,6015.50,6043.00,6012.00,6036.00,474876
2024-12-23 14:00:00,6038.00,6042.50,6030.00,6034.25,14449
2024-12-23 18:00:00,6033.75,6038.00,6032.00,6035.50,7016
2024-12-24 06:00:00,6048.00,6099.50,6042.25,6098.50,466438
2024-12-24 10:00:00,6098.50,6099.25,6095.00,6095.50,10456
2024-12-25 14:00:00,6099.75,6102.50,6094.75,6099.75,11851
2024-12-25 18:00:00,6099.50,6105.00,6097.50,6102.75,8765
2024-12-25 22:00:00,6103.00,6103.50,6074.25,6076.25,32185
2024-12-26 02:00:00,6076.50,6080.25,6067.50,6076.75,48276
2024-12-26 06:00:00,6076.50,6107.50,6063.25,6092.00,437665
2024-12-26 10:00:00,6092.00,6104.00,6088.50,6091.50,299977
2024-12-26 14:00:00,6092.75,6095.25,6083.00,6086.25,12610
2024-12-26 18:00:00,6086.25,6087.75,6082.50,6083.00,9010
2024-12-26 22:00:00,6082.75,6083.00,6070.25,6072.25,27958
2024-12-27 02:00:00,6072.50,6078.75,6065.00,6066.25,45958
2024-12-27 06:00:00,6066.50,6067.75,5982.75,5996.00,870709
2024-12-27 10:00:00,5996.00,6033.75,5993.75,6029.25,575334
2024-12-29 14:00:00,6034.00,6035.25,6017.50,6025.50,21776
2024-12-29 18:00:00,6025.25,6025.25,6011.50,6013.25,14327
2024-12-29 22:00:00,6013.50,6020.50,6003.50,6012.00,32688
2024-12-30 02:00:00,6011.75,6016.25,5945.25,5949.25,106483
2024-12-30 06:00:00,5949.25,5990.25,5918.25,5986.75,811496
2024-12-30 10:00:00,5987.00,5993.25,5948.00,5954.25,507755
2024-12-30 14:00:00,5954.25,5960.75,5944.00,5959.75,14619
2024-12-30 18:00:00,5959.75,5966.25,5949.75,5956.25,15633
2024-12-30 22:00:00,5956.25,5977.75,5948.50,5975.00,27675
2024-12-31 02:00:00,5975.00,5983.25,5968.00,5973.00,47638
2024-12-31 06:00:00,5973.25,5980.25,5921.75,5945.50,584576
2024-12-31 10:00:00,5945.25,5950.25,5917.25,5938.25,574212
2025-01-01 14:00:00,5945.50,5955.50,5910.75,5946.75,47642
2025-01-01 18:00:00,5946.75,5965.50,5945.50,5963.75,24515
2025-01-01 22:00:00,5964.00,5975.00,5956.50,5972.00,43296
2025-01-02 02:00:00,5972.00,5995.25,5963.75,5978.25,78743
2025-01-02 06:00:00,5978.00,5985.00,5879.75,5899.00,957444
2025-01-02 10:00:00,5899.25,5925.25,5874.75,5920.00,569959
2025-01-02 14:00:00,5920.50,5931.75,5911.25,5925.75,21957
2025-01-02 18:00:00,5925.75,5934.00,5923.75,5927.50,16167
2025-01-02 22:00:00,5927.25,5941.75,5924.00,5938.50,31425
2025-01-03 02:00:00,5938.50,5938.75,5923.75,5930.50,43826
2025-01-03 06:00:00,5930.50,5981.25,5930.25,5977.50,641264
2025-01-03 10:00:00,5977.50,5996.75,5972.25,5985.25,389189
2025-01-05 14:00:00,5992.50,5993.25,5981.25,5984.50,20349
2025-01-05 18:00:00,5984.50,5993.50,5980.75,5991.50,15413
2025-01-05 22:00:00,5991.75,6017.75,5990.25,6017.25,36024
2025-01-06 02:00:00,6017.25,6041.25,6007.50,6040.75,100960
2025-01-06 06:00:00,6041.00,6068.25,6015.75,6047.00,673470
2025-01-06 10:00:00,6047.25,6047.75,6004.00,6028.25,612727
2025-01-06 14:00:00,6029.00,6031.75,6019.25,6023.00,17920
2025-01-06 18:00:00,6023.00,6026.50,6007.00,6014.75,19406
2025-01-06 22:00:00,6014.75,6027.75,6010.25,6019.75,32924
2025-01-07 02:00:00,6019.75,6037.50,6017.50,6037.50,50357
2025-01-07 06:00:00,6037.50,6045.50,5962.75,5975.75,985912
2025-01-07 10:00:00,5976.00,5991.00,5935.00,5954.75,577875
2025-01-07 14:00:00,5953.50,5968.50,5948.25,5968.00,22746
2025-01-07 18:00:00,5967.75,5972.25,5961.75,5972.00,18318
2025-01-07 22:00:00,5972.00,5972.50,5957.50,5971.00,29940
2025-01-08 02:00:00,5971.00,5975.00,5926.50,5959.25,166844
2025-01-08 06:00:00,5959.25,5965.25,5917.00,5934.50,842505
2025-01-08 10:00:00,5934.50,5971.75,5933.75,5954.75,621464
2025-01-08 14:00:00,5952.75,5956.50,5940.00,5945.25,16348
2025-01-08 18:00:00,5945.25,5952.50,5940.75,5949.00,13730
2025-01-08 22:00:00,5949.00,5954.25,5929.25,5952.50,29631
2025-01-09 02:00:00,5952.50,5957.00,5943.25,5946.25,37322
2025-01-09 06:00:00,5946.25,5946.25,5936.00,5944.75,14927
2025-01-09 14:00:00,5944.00,5945.25,5920.50,5934.25,36322
2025-01-09 18:00:00,5934.25,5948.50,5932.25,5945.75,20424
2025-01-09 22:00:00,5946.00,5950.75,5934.50,5939.75,33739
2025-01-10 02:00:00,5939.50,5959.25,5888.00,5903.25,163672
2025-01-10 06:00:00,5897.50,5921.75,5845.25,5875.75,1067172
2025-01-10 10:00:00,5875.75,5907.25,5858.00,5861.50,679471
2025-01-12 14:00:00,5861.00,5867.50,5838.50,5845.00,42555
2025-01-12 18:00:00,5844.75,5849.25,5831.00,5839.25,28180
2025-01-12 22:00:00,5839.25,5848.75,5809.00,5812.75,77252
2025-01-13 02:00:00,5812.75,5835.00,5810.00,5827.50,88462
2025-01-13 06:00:00,5827.50,5856.25,5813.00,5855.50,902589
2025-01-13 10:00:00,5855.25,5883.25,5849.25,5881.75,558163
2025-01-13 14:00:00,5889.75,5901.25,5886.75,5889.00,28003
2025-01-13 18:00:00,5889.00,5896.00,5883.00,5896.00,16371
2025-01-13 22:00:00,5896.00,5913.50,5888.00,5905.25,43223
2025-01-14 02:00:00,5905.50,5918.50,5874.50,5897.25,129200
2025-01-14 06:00:00,5897.50,5909.75,5842.50,5861.50,850046
2025-01-14 10:00:00,5861.25,5898.75,5848.75,5891.50,710257
2025-01-14 14:00:00,5889.50,5890.25,5884.25,5887.25,15740
2025-01-14 18:00:00,5887.25,5888.00,5881.00,5883.25,11374
2025-01-14 22:00:00,5883.25,5891.75,5879.50,5888.75,28342
2025-01-15 02:00:00,5889.00,5979.75,5883.75,5970.50,185018
2025-01-15 06:00:00,5970.75,5991.75,5952.50,5971.00,857034
2025-01-15 10:00:00,5971.25,6001.25,5971.00,5987.75,459702
2025-01-15 14:00:00,5988.00,6002.00,5987.25,5991.50,20307
2025-01-15 18:00:00,5991.50,5995.00,5983.00,5985.50,16880
2025-01-15 22:00:00,5985.75,6017.50,5983.75,6001.75,79474
2025-01-16 02:00:00,6002.00,6010.00,5986.75,5996.25,102192
2025-01-16 06:00:00,5996.25,6004.25,5973.25,5989.50,770463
2025-01-16 10:00:00,5989.75,5995.50,5961.75,5969.50,518093
2025-01-16 14:00:00,5969.75,5984.00,5968.00,5981.75,17523
2025-01-16 18:00:00,5982.00,5989.50,5977.00,5986.25,16002
2025-01-16 22:00:00,5986.50,5999.00,5977.00,5995.25,31615
2025-01-17 02:00:00,5995.25,6021.25,5990.00,6019.00,96818
2025-01-17 06:00:00,6022.00,6049.00,6012.75,6046.75,703752
2025-01-17 10:00:00,6046.75,6051.50,6029.00,6032.50,455770
2025-01-19 14:00:00,6034.25,6038.00,6020.00,6027.75,19618
2025-01-19 18:00:00,6027.25,6033.25,6025.25,6032.25,10569
2025-01-19 22:00:00,6032.25,6043.50,6031.00,6038.50,23348
2025-01-20 02:00:00,6038.50,6058.50,6018.00,6057.25,67674
2025-01-20 06:00:00,6057.25,6078.25,6036.50,6055.25,151841
2025-01-20 14:00:00,6060.50,6070.50,5994.50,6036.50,98549
2025-01-20 18:00:00,6036.75,6050.75,6034.50,6039.00,27983
2025-01-20 22:00:00,6038.75,6060.75,6036.00,6060.75,39593
2025-01-21 02:00:00,6060.75,6067.75,6045.50,6062.75,67764
2025-01-21 06:00:00,6062.75,6082.25,6043.50,6081.75,705165
2025-01-21 10:00:00,6081.75,6093.25,6074.25,6091.75,434184
2025-01-21 14:00:00,6092.00,6102.00,6087.00,6100.00,26648
2025-01-21 18:00:00,6099.75,6105.00,6099.00,6102.75,12810
2025-01-21 22:00:00,6103.00,6114.75,6098.00,6110.75,40840
2025-01-22 02:00:00,6110.50,6119.00,6107.75,6118.75,56648
2025-01-22 06:00:00,6118.75,6135.75,6111.25,6130.50,563713
2025-01-22 10:00:00,6130.50,6133.25,6115.00,6120.25,451181
2025-01-22 14:00:00,6119.00,6120.00,6113.00,6113.50,28887
2025-01-22 18:00:00,6113.75,6117.00,6109.75,6113.75,11796
2025-01-22 22:00:00,6113.50,6116.00,6101.50,6108.75,34830
2025-01-23 02:00:00,6108.50,6117.75,6106.00,6114.75,56667
2025-01-23 06:00:00,6115.00,6134.75,6111.25,6132.75,484768
2025-01-23 10:00:00,6132.75,6154.00,6129.25,6148.50,453581
2025-01-23 14:00:00,6146.75,6150.50,6145.25,6148.00,26910
2025-01-23 18:00:00,6148.00,6156.00,6143.75,6146.00,28031
2025-01-23 22:00:00,6146.00,6149.50,6142.75,6145.50,28846
2025-01-24 02:00:00,6145.25,6149.25,6139.00,6143.25,56598
2025-01-24 06:00:00,6143.25,6162.25,6139.25,6141.00,533077
2025-01-24 10:00:00,6140.75,6143.25,6122.00,6132.00,512251
2025-01-26 14:00:00,6101.50,6104.75,6072.00,6077.50,74647
2025-01-26 18:00:00,6077.50,6085.75,6057.00,6060.00,47097
2025-01-26 22:00:00,6060.00,6061.25,6006.75,6010.75,145974
2025-01-27 02:00:00,6010.75,6014.75,5948.00,6007.50,285028
2025-01-27 06:00:00,6007.50,6048.00,5995.75,6013.25,1017616
2025-01-27 10:00:00,6013.25,6056.50,6011.75,6050.25,711562
